"seqn","hod050","hoq065"
99610,7,2
99611,9,1
99612,4,2
99613,6,1
99614,6,1
99615,3,2
99616,6,1
99617,6,1
99618,5,2
99619,1,2
99620,6,2
99621,NA,NA
99622,9,1
99623,5,1
99624,8,2
99625,6,1
99626,4,2
99627,NA,NA
99628,7,1
99629,4,2
99630,3,1
99631,4,1
99632,8,1
99633,4,2
99634,5,1
99635,6,1
99636,5,1
99637,8,1
99638,4,1
99639,6,1
99640,3,2
99641,10,1
99642,NA,NA
99643,5,1
99644,NA,NA
99645,6,1
99646,6,1
99647,4,3
99648,9,1
99649,6,1
99650,4,2
99651,5,2
99652,4,2
99653,6,1
99654,3,2
99655,9,2
99656,3,2
99657,8,1
99658,5,1
99659,4,2
99660,7,1
99661,4,2
99662,5,1
99663,5,2
99664,4,2
99665,NA,NA
99666,8,2
99667,5,2
99668,8,1
99669,4,2
99670,4,2
99671,6,2
99672,5,1
99673,9,2
99674,7,1
99675,6,1
99676,6,1
99677,5,2
99678,9,1
99679,8,1
99680,5,1
99681,7,3
99682,7,1
99683,5,1
99684,5,1
99685,3,2
99686,5,2
99687,10,1
99688,6,1
99689,4,3
99690,5,2
99691,7,1
99692,6,3
99693,2,2
99694,8,1
99695,8,2
99696,8,1
99697,4,2
99698,5,2
99699,6,1
99700,8,1
99701,5,2
99702,7,1
99703,3,2
99704,4,2
99705,4,2
99706,4,2
99707,4,1
99708,8,1
99709,4,2
99710,4,2
99711,5,1
99712,9,1
99713,13,1
99714,6,3
99715,5,2
99716,4,1
99717,4,2
99718,6,1
99719,NA,NA
99720,6,1
99721,8,2
99722,5,1
99723,NA,NA
99724,9,1
99725,6,2
99726,11,1
99727,4,1
99728,9,1
99729,4,2
99730,5,2
99731,NA,NA
99732,10,1
99733,8,1
99734,4,2
99735,9,1
99736,6,1
99737,4,2
99738,5,2
99739,6,2
99740,7,1
99741,6,1
99742,NA,NA
99743,4,1
99744,6,1
99745,6,1
99746,9,1
99747,5,1
99748,6,2
99749,6,2
99750,2,3
99751,3,2
99752,5,2
99753,5,2
99754,5,1
99755,6,1
99756,5,1
99757,NA,NA
99758,6,1
99759,5,1
99760,6,1
99761,NA,NA
99762,4,1
99763,8,1
99764,11,1
99765,5,2
99766,8,1
99767,5,2
99768,8,1
99769,4,2
99770,5,2
99771,6,1
99772,5,1
99773,7,2
99774,6,1
99775,4,2
99776,8,1
99777,6,1
99778,9,1
99779,6,1
99780,2,2
99781,6,1
99782,5,1
99783,5,2
99784,4,3
99785,7,1
99786,999,3
99787,3,2
99788,7,1
99789,5,2
99790,6,1
99791,10,1
99792,7,1
99793,2,2
99794,5,1
99795,4,2
99796,4,1
99797,5,2
99798,5,2
99799,4,2
99800,4,2
99801,5,1
99802,6,1
99803,7,1
99804,5,1
99805,6,1
99806,5,1
99807,6,1
99808,777,7
99809,7,2
99810,8,1
99811,9,1
99812,5,2
99813,6,1
99814,10,1
99815,5,2
99816,8,1
99817,8,1
99818,5,2
99819,3,2
99820,6,1
99821,NA,NA
99822,5,2
99823,4,2
99824,5,1
99825,6,1
99826,8,2
99827,12,2
99828,6,1
99829,10,1
99830,7,1
99831,6,2
99832,4,2
99833,6,1
99834,6,1
99835,6,2
99836,4,2
99837,NA,NA
99838,6,1
99839,7,2
99840,6,1
99841,4,2
99842,5,1
99843,7,1
99844,4,1
99845,6,1
99846,8,3
99847,NA,NA
99848,5,2
99849,3,2
99850,7,2
99851,5,1
99852,7,2
99853,6,1
99854,9,2
99855,5,2
99856,8,1
99857,4,2
99858,6,1
99859,7,1
99860,10,1
99861,8,1
99862,3,1
99863,1,2
99864,5,1
99865,7,1
99866,5,2
99867,3,2
99868,7,1
99869,4,2
99870,7,1
99871,6,1
99872,4,1
99873,NA,NA
99874,5,1
99875,5,2
99876,6,1
99877,5,2
99878,NA,NA
99879,3,2
99880,7,1
99881,1,2
99882,9,1
99883,3,1
99884,6,1
99885,4,2
99886,4,1
99887,5,1
99888,4,2
99889,6,2
99890,5,1
99891,6,1
99892,4,2
99893,6,1
99894,3,2
99895,4,1
99896,3,2
99897,6,2
99898,5,2
99899,11,1
99900,7,2
99901,4,2
99902,9,1
99903,4,2
99904,10,1
99905,NA,NA
99906,8,1
99907,5,1
99908,6,1
99909,7,2
99910,6,1
99911,2,2
99912,4,2
99913,7,1
99914,5,1
99915,6,1
99916,4,2
99917,NA,NA
99918,6,1
99919,4,2
99920,4,2
99921,7,1
99922,8,1
99923,8,1
99924,9,1
99925,3,2
99926,5,1
99927,7,2
99928,5,2
99929,5,2
99930,7,1
99931,3,2
99932,5,1
99933,8,1
99934,7,1
99935,7,1
99936,3,2
99937,7,1
99938,4,2
99939,4,2
99940,5,2
99941,NA,NA
99942,8,1
99943,NA,NA
99944,4,2
99945,5,1
99946,2,2
99947,9,3
99948,4,1
99949,5,1
99950,3,2
99951,3,2
99952,8,1
99953,4,2
99954,6,1
99955,5,1
99956,5,2
99957,11,1
99958,4,2
99959,5,1
99960,9,3
99961,4,2
99962,4,2
99963,4,2
99964,4,2
99965,5,2
99966,7,1
99967,6,1
99968,6,2
99969,2,2
99970,6,2
99971,5,1
99972,4,1
99973,9,2
99974,6,2
99975,7,1
99976,8,1
99977,5,1
99978,6,2
99979,6,1
99980,9,1
99981,7,1
99982,5,1
99983,1,2
99984,4,1
99985,5,1
99986,4,2
99987,8,1
99988,7,1
99989,6,1
99990,7,1
99991,5,1
99992,3,2
99993,NA,NA
99994,4,2
99995,6,2
99996,7,1
99997,7,1
99998,9,2
99999,7,1
100000,5,2
100001,6,1
100002,5,2
100003,2,2
100004,3,2
100005,4,2
100006,4,1
100007,5,1
100008,1,2
100009,8,1
100010,6,1
100011,6,2
100012,6,2
100013,6,2
100014,4,2
100015,4,2
100016,3,2
100017,8,1
100018,1,2
100019,2,2
100020,4,1
100021,5,1
100022,7,1
100023,8,1
100024,6,2
100025,4,1
100026,3,2
100027,4,2
100028,4,2
100029,3,1
100030,7,1
100031,5,2
100032,6,1
100033,777,2
100034,5,2
100035,6,1
100036,3,2
100037,4,1
100038,11,1
100039,4,2
100040,3,1
100041,11,1
100042,5,1
100043,5,1
100044,5,1
100045,3,2
100046,6,1
100047,NA,NA
100048,8,1
100049,4,1
100050,7,2
100051,6,1
100052,7,1
100053,8,1
100054,8,1
100055,6,1
100056,9,1
100057,5,2
100058,8,1
100059,8,1
100060,5,1
100061,7,1
100062,6,1
100063,5,1
100064,6,1
100065,9,1
100066,5,1
100067,7,1
100068,10,1
100069,4,2
100070,3,2
100071,4,1
100072,6,1
100073,1,2
100074,NA,NA
100075,5,2
100076,4,1
100077,4,2
100078,7,1
100079,8,1
100080,6,2
100081,4,2
100082,5,1
100083,5,1
100084,5,2
100085,8,1
100086,7,1
100087,6,2
100088,6,1
100089,6,1
100090,9,1
100091,3,1
100092,5,1
100093,5,1
100094,5,1
100095,4,2
100096,5,2
100097,5,2
100098,4,2
100099,8,1
100100,4,2
100101,4,2
100102,10,1
100103,4,1
100104,6,2
100105,6,2
100106,7,1
100107,7,2
100108,5,1
100109,6,1
100110,5,2
100111,5,1
100112,13,1
100113,7,1
100114,1,2
100115,6,1
100116,7,1
100117,3,2
100118,8,1
100119,8,1
100120,8,1
100121,3,2
100122,7,1
100123,4,1
100124,NA,NA
100125,6,1
100126,6,2
100127,5,2
100128,7,1
100129,5,1
100130,4,2
100131,5,2
100132,6,2
100133,5,2
100134,7,2
100135,6,1
100136,NA,NA
100137,4,2
100138,NA,NA
100139,4,2
100140,6,2
100141,7,1
100142,7,1
100143,9,1
100144,5,2
100145,7,1
100146,6,1
100147,7,2
100148,5,1
100149,6,1
100150,3,2
100151,3,2
100152,5,2
100153,7,1
100154,3,2
100155,7,1
100156,NA,NA
100157,8,2
100158,5,1
100159,10,2
100160,4,3
100161,5,2
100162,5,2
100163,7,1
100164,6,1
100165,5,1
100166,9,1
100167,NA,NA
100168,5,3
100169,4,2
100170,7,1
100171,4,1
100172,9,1
100173,4,1
100174,5,2
100175,4,2
100176,3,2
100177,7,1
100178,7,1
100179,4,2
100180,6,1
100181,9,1
100182,4,2
100183,4,2
100184,6,2
100185,6,1
100186,NA,NA
100187,5,2
100188,4,1
100189,5,1
100190,7,1
100191,5,1
100192,4,1
100193,5,2
100194,NA,NA
100195,7,1
100196,4,2
100197,4,1
100198,1,3
100199,6,1
100200,3,2
100201,5,1
100202,4,2
100203,3,2
100204,5,2
100205,5,2
100206,4,2
100207,5,1
100208,6,2
100209,6,2
100210,4,1
100211,4,3
100212,6,1
100213,6,1
100214,1,2
100215,NA,NA
100216,5,1
100217,10,1
100218,4,2
100219,6,1
100220,5,2
100221,6,2
100222,3,2
100223,2,2
100224,4,2
100225,5,2
100226,4,1
100227,4,1
100228,5,1
100229,6,1
100230,4,2
100231,5,2
100232,4,1
100233,8,1
100234,8,1
100235,6,1
100236,7,1
100237,5,2
100238,8,1
100239,4,2
100240,5,2
100241,7,1
100242,NA,NA
100243,5,1
100244,6,1
100245,5,2
100246,4,2
100247,7,1
100248,3,2
100249,10,2
100250,4,1
100251,3,2
100252,6,1
100253,9,1
100254,5,1
100255,10,1
100256,4,2
100257,9,1
100258,5,1
100259,7,1
100260,3,2
100261,9,1
100262,4,2
100263,5,1
100264,2,2
100265,5,1
100266,12,1
100267,4,1
100268,7,1
100269,3,2
100270,2,2
100271,6,1
100272,8,1
100273,6,1
100274,5,2
100275,4,2
100276,5,2
100277,6,1
100278,9,1
100279,4,1
100280,999,1
100281,7,1
100282,5,1
100283,4,2
100284,6,1
100285,6,2
100286,NA,NA
100287,7,1
100288,2,2
100289,4,2
100290,7,1
100291,NA,NA
100292,5,1
100293,4,2
100294,12,1
100295,NA,NA
100296,9,1
100297,11,1
100298,4,2
100299,3,2
100300,5,2
100301,7,1
100302,4,1
100303,5,1
100304,4,3
100305,12,1
100306,3,2
100307,4,2
100308,5,1
100309,7,1
100310,5,2
100311,5,2
100312,5,1
100313,7,1
100314,4,2
100315,5,1
100316,6,1
100317,6,1
100318,NA,NA
100319,4,2
100320,3,2
100321,6,1
100322,4,2
100323,8,1
100324,5,1
100325,5,1
100326,5,2
100327,6,1
100328,2,2
100329,4,2
100330,6,1
100331,4,2
100332,6,1
100333,4,2
100334,NA,NA
100335,4,2
100336,1,2
100337,6,1
100338,4,2
100339,7,1
100340,5,2
100341,NA,NA
100342,6,2
100343,3,2
100344,7,1
100345,5,1
100346,8,1
100347,7,1
100348,5,1
100349,8,1
100350,6,1
100351,8,1
100352,3,2
100353,3,2
100354,7,1
100355,6,1
100356,6,2
100357,8,1
100358,4,2
100359,2,2
100360,6,1
100361,5,1
100362,6,1
100363,5,1
100364,7,1
100365,4,2
100366,6,1
100367,5,2
100368,6,1
100369,6,1
100370,6,2
100371,4,1
100372,4,2
100373,7,1
100374,9,1
100375,5,2
100376,8,1
100377,5,1
100378,6,2
100379,6,1
100380,NA,NA
100381,6,1
100382,4,2
100383,6,2
100384,5,2
100385,7,1
100386,4,2
100387,NA,NA
100388,5,1
100389,5,1
100390,2,2
100391,10,2
100392,5,2
100393,8,1
100394,11,1
100395,3,2
100396,NA,NA
100397,6,2
100398,12,1
100399,6,1
100400,4,2
100401,5,2
100402,4,2
100403,7,2
100404,9,1
100405,6,2
100406,9,1
100407,NA,NA
100408,6,1
100409,7,1
100410,4,2
100411,NA,NA
100412,4,2
100413,11,1
100414,5,1
100415,9,1
100416,6,2
100417,3,2
100418,6,1
100419,3,2
100420,10,1
100421,4,1
100422,4,2
100423,5,3
100424,10,1
100425,8,1
100426,4,2
100427,4,2
100428,7,1
100429,5,1
100430,10,1
100431,5,1
100432,6,1
100433,4,1
100434,4,2
100435,4,2
100436,4,2
100437,5,2
100438,6,1
100439,8,2
100440,4,2
100441,5,2
100442,7,1
100443,NA,NA
100444,6,1
100445,NA,NA
100446,6,1
100447,10,1
100448,6,1
100449,4,2
100450,3,2
100451,5,1
100452,6,1
100453,6,1
100454,9,1
100455,4,1
100456,7,2
100457,NA,NA
100458,4,2
100459,5,2
100460,4,2
100461,1,2
100462,4,2
100463,10,2
100464,NA,NA
100465,4,2
100466,3,2
100467,4,2
100468,6,1
100469,7,1
100470,4,2
100471,7,2
100472,7,1
100473,5,2
100474,NA,NA
100475,7,2
100476,9,1
100477,6,1
100478,9,1
100479,5,2
100480,NA,NA
100481,7,1
100482,6,1
100483,3,1
100484,4,1
100485,NA,NA
100486,4,2
100487,7,1
100488,6,1
100489,5,1
100490,10,1
100491,4,2
100492,4,2
100493,3,2
100494,6,1
100495,NA,NA
100496,5,2
100497,5,1
100498,3,3
100499,2,2
100500,3,2
100501,3,2
100502,9,1
100503,4,2
100504,6,2
100505,6,1
100506,4,2
100507,6,1
100508,5,1
100509,4,1
100510,3,2
100511,7,1
100512,8,1
100513,NA,NA
100514,3,2
100515,5,1
100516,8,1
100517,6,2
100518,7,1
100519,3,2
100520,4,1
100521,8,1
100522,3,2
100523,7,1
100524,8,1
100525,5,2
100526,5,2
100527,5,1
100528,6,1
100529,10,1
100530,9,1
100531,4,1
100532,5,2
100533,4,2
100534,NA,NA
100535,7,1
100536,4,2
100537,4,2
100538,5,1
100539,7,2
100540,3,2
100541,4,2
100542,3,1
100543,6,1
100544,NA,NA
100545,10,1
100546,7,1
100547,6,2
100548,6,1
100549,NA,NA
100550,NA,NA
100551,7,1
100552,9,2
100553,11,1
100554,6,1
100555,3,2
100556,10,1
100557,7,1
100558,4,1
100559,4,2
100560,3,2
100561,9,2
100562,5,1
100563,7,2
100564,7,1
100565,9,1
100566,4,1
100567,5,2
100568,4,2
100569,6,1
100570,5,1
100571,3,2
100572,2,1
100573,6,2
100574,4,2
100575,6,1
100576,6,1
100577,2,2
100578,7,1
100579,5,2
100580,2,2
100581,6,1
100582,2,2
100583,4,2
100584,6,1
100585,4,2
100586,4,2
100587,3,2
100588,11,1
100589,3,2
100590,NA,NA
100591,NA,NA
100592,4,2
100593,4,2
100594,5,1
100595,3,2
100596,6,2
100597,7,1
100598,5,1
100599,4,1
100600,7,1
100601,10,1
100602,5,2
100603,5,2
100604,5,2
100605,1,2
100606,4,2
100607,1,2
100608,3,2
100609,5,1
100610,2,2
100611,6,1
100612,4,3
100613,4,2
100614,6,1
100615,5,3
100616,2,2
100617,5,1
100618,5,1
100619,5,2
100620,10,1
100621,5,1
100622,999,2
100623,6,1
100624,3,2
100625,4,1
100626,5,2
100627,8,2
100628,6,1
100629,5,1
100630,4,2
100631,7,2
100632,5,2
100633,5,1
100634,8,2
100635,9,1
100636,5,2
100637,2,2
100638,5,1
100639,5,1
100640,5,1
100641,5,1
100642,6,2
100643,4,2
100644,6,2
100645,6,1
100646,8,1
100647,6,1
100648,7,1
100649,5,1
100650,6,3
100651,3,2
100652,4,2
100653,3,2
100654,5,1
100655,5,2
100656,5,1
100657,5,2
100658,4,1
100659,4,2
100660,9,1
100661,5,1
100662,6,1
100663,8,1
100664,4,2
100665,10,1
100666,4,2
100667,4,1
100668,5,2
100669,8,1
100670,5,1
100671,5,1
100672,4,1
100673,7,2
100674,2,2
100675,5,3
100676,5,1
100677,9,1
100678,5,2
100679,9,1
100680,5,3
100681,3,1
100682,4,2
100683,5,2
100684,9,1
100685,4,2
100686,6,1
100687,NA,NA
100688,4,2
100689,8,1
100690,8,1
100691,6,1
100692,4,2
100693,7,1
100694,5,2
100695,5,1
100696,4,1
100697,2,2
100698,5,1
100699,3,2
100700,5,2
100701,5,1
100702,6,2
100703,5,2
100704,5,2
100705,5,1
100706,6,2
100707,5,1
100708,9,1
100709,5,1
100710,NA,NA
100711,5,1
100712,4,1
100713,5,2
100714,6,1
100715,5,2
100716,5,1
100717,4,3
100718,NA,NA
100719,4,3
100720,4,3
100721,12,1
100722,999,2
100723,3,2
100724,5,2
100725,5,1
100726,5,1
100727,12,2
100728,7,1
100729,3,2
100730,4,1
100731,4,2
100732,3,2
100733,6,1
100734,7,1
100735,4,1
100736,5,2
100737,NA,NA
100738,3,2
100739,6,1
100740,9,1
100741,3,1
100742,7,2
100743,11,1
100744,3,2
100745,3,2
100746,4,2
100747,7,1
100748,5,2
100749,7,1
100750,10,1
100751,7,1
100752,5,1
100753,8,1
100754,4,1
100755,4,2
100756,4,1
100757,5,2
100758,5,2
100759,3,2
100760,5,1
100761,8,1
100762,3,1
100763,6,1
100764,7,1
100765,5,1
100766,5,2
100767,7,1
100768,8,1
100769,4,2
100770,2,2
100771,8,2
100772,5,2
100773,7,1
100774,9,1
100775,5,2
100776,4,2
100777,10,1
100778,5,1
100779,4,2
100780,7,1
100781,4,2
100782,8,1
100783,7,1
100784,NA,NA
100785,5,1
100786,5,2
100787,6,1
100788,6,1
100789,3,2
100790,9,1
100791,4,2
100792,6,1
100793,5,2
100794,6,2
100795,6,1
100796,6,1
100797,9,1
100798,7,1
100799,NA,NA
100800,8,1
100801,5,2
100802,7,1
100803,5,2
100804,3,2
100805,5,1
100806,4,2
100807,5,2
100808,5,2
100809,4,2
100810,4,2
100811,9,1
100812,4,2
100813,4,2
100814,4,2
100815,6,2
100816,6,1
100817,4,1
100818,7,1
100819,8,2
100820,NA,NA
100821,4,2
100822,6,2
100823,5,1
100824,4,2
100825,NA,NA
100826,6,1
100827,8,1
100828,3,2
100829,6,1
100830,9,1
100831,6,1
100832,4,2
100833,3,2
100834,5,1
100835,4,1
100836,10,2
100837,5,1
100838,5,2
100839,8,1
100840,4,1
100841,5,2
100842,6,1
100843,5,1
100844,7,1
100845,NA,NA
100846,5,1
100847,5,1
100848,8,1
100849,5,1
100850,6,2
100851,7,1
100852,4,2
100853,5,1
100854,2,2
100855,1,3
100856,7,1
100857,4,1
100858,9,1
100859,3,2
100860,5,2
100861,8,1
100862,7,1
100863,3,2
100864,4,2
100865,7,1
100866,6,1
100867,4,2
100868,2,2
100869,7,1
100870,4,2
100871,5,1
100872,6,2
100873,6,2
100874,6,1
100875,6,1
100876,1,3
100877,4,2
100878,8,3
100879,5,3
100880,10,1
100881,4,2
100882,7,1
100883,4,2
100884,6,2
100885,12,1
100886,3,2
100887,10,1
100888,6,2
100889,13,1
100890,3,2
100891,13,2
100892,5,2
100893,3,2
100894,5,1
100895,6,1
100896,5,1
100897,7,1
100898,NA,NA
100899,6,2
100900,5,2
100901,6,1
100902,5,2
100903,4,1
100904,7,1
100905,5,1
100906,4,2
100907,7,1
100908,6,2
100909,7,1
100910,4,2
100911,4,2
100912,7,1
100913,4,2
100914,NA,NA
100915,10,1
100916,NA,NA
100917,7,1
100918,6,1
100919,7,3
100920,3,2
100921,2,2
100922,4,2
100923,6,2
100924,10,1
100925,4,2
100926,3,2
100927,4,2
100928,5,2
100929,7,1
100930,5,3
100931,3,2
100932,6,2
100933,5,1
100934,9,1
100935,5,2
100936,4,2
100937,4,1
100938,5,2
100939,4,2
100940,4,2
100941,4,2
100942,NA,NA
100943,5,2
100944,3,2
100945,7,1
100946,7,1
100947,NA,NA
100948,8,1
100949,6,2
100950,3,2
100951,3,2
100952,8,1
100953,9,1
100954,5,2
100955,5,1
100956,8,1
100957,4,1
100958,6,2
100959,5,2
100960,3,2
100961,8,1
100962,NA,NA
100963,5,2
100964,9,2
100965,4,2
100966,10,1
100967,8,1
100968,5,1
100969,8,1
100970,9,1
100971,3,2
100972,4,2
100973,7,1
100974,5,2
100975,4,2
100976,11,2
100977,NA,NA
100978,6,1
100979,NA,NA
100980,NA,NA
100981,3,2
100982,3,2
100983,4,1
100984,4,2
100985,7,1
100986,6,1
100987,4,2
100988,7,1
100989,6,2
100990,7,2
100991,4,1
100992,5,1
100993,NA,NA
100994,5,1
100995,8,1
100996,7,1
100997,4,1
100998,3,2
100999,5,2
101000,9,1
101001,5,1
101002,7,2
101003,4,1
101004,5,2
101005,4,1
101006,12,1
101007,6,3
101008,5,1
101009,6,1
101010,4,1
101011,8,1
101012,10,1
101013,4,2
101014,4,1
101015,7,1
101016,8,1
101017,7,1
101018,4,1
101019,7,1
101020,4,2
101021,8,1
101022,5,2
101023,10,1
101024,4,1
101025,5,2
101026,7,1
101027,4,2
101028,4,2
101029,5,1
101030,10,1
101031,7,1
101032,7,1
101033,4,1
101034,6,2
101035,8,1
101036,8,1
101037,5,1
101038,5,1
101039,6,2
101040,4,2
101041,3,1
101042,5,3
101043,3,1
101044,4,1
101045,5,1
101046,2,2
101047,5,1
101048,6,1
101049,6,2
101050,5,1
101051,4,2
101052,6,1
101053,5,2
101054,5,2
101055,5,1
101056,3,2
101057,7,1
101058,6,2
101059,3,1
101060,5,1
101061,NA,NA
101062,10,1
101063,9,1
101064,3,2
101065,4,2
101066,5,2
101067,5,1
101068,9,1
101069,6,2
101070,8,2
101071,9,1
101072,4,2
101073,4,2
101074,5,2
101075,8,1
101076,3,3
101077,5,2
101078,4,2
101079,7,1
101080,5,2
101081,7,2
101082,7,1
101083,11,1
101084,8,1
101085,6,2
101086,5,2
101087,5,1
101088,4,2
101089,4,2
101090,11,1
101091,7,1
101092,6,2
101093,3,2
101094,9,1
101095,6,1
101096,5,1
101097,4,2
101098,10,1
101099,3,2
101100,5,2
101101,10,1
101102,5,1
101103,3,2
101104,8,1
101105,NA,NA
101106,8,1
101107,7,1
101108,6,1
101109,5,2
101110,7,1
101111,7,1
101112,7,1
101113,7,1
101114,13,1
101115,5,2
101116,3,2
101117,7,1
101118,4,2
101119,3,2
101120,6,1
101121,4,2
101122,3,2
101123,5,1
101124,9,1
101125,6,1
101126,9,1
101127,3,2
101128,5,1
101129,8,1
101130,3,2
101131,7,1
101132,4,2
101133,6,1
101134,4,2
101135,4,2
101136,7,1
101137,4,1
101138,8,2
101139,7,1
101140,4,2
101141,5,1
101142,5,2
101143,5,1
101144,5,2
101145,9,1
101146,3,2
101147,4,2
101148,5,1
101149,4,2
101150,9,1
101151,4,2
101152,5,1
101153,10,1
101154,5,2
101155,5,1
101156,9,1
101157,9,1
101158,5,2
101159,4,2
101160,4,1
101161,NA,NA
101162,6,1
101163,3,2
101164,4,1
101165,NA,NA
101166,8,1
101167,12,1
101168,1,2
101169,5,1
101170,10,1
101171,NA,NA
101172,NA,NA
101173,6,1
101174,6,2
101175,999,3
101176,NA,NA
101177,3,9
101178,6,2
101179,5,2
101180,5,3
101181,5,2
101182,8,1
101183,5,2
101184,8,1
101185,6,1
101186,5,1
101187,7,1
101188,2,2
101189,5,2
101190,4,2
101191,5,1
101192,4,2
101193,8,1
101194,8,1
101195,6,1
101196,4,3
101197,4,2
101198,5,1
101199,8,1
101200,8,1
101201,3,2
101202,3,2
101203,6,1
101204,6,1
101205,5,2
101206,5,2
101207,7,1
101208,4,2
101209,3,1
101210,5,2
101211,6,1
101212,NA,NA
101213,3,2
101214,5,1
101215,4,2
101216,999,3
101217,NA,NA
101218,NA,NA
101219,9,1
101220,NA,NA
101221,NA,NA
101222,7,1
101223,4,2
101224,5,1
101225,3,2
101226,2,2
101227,7,1
101228,7,2
101229,7,2
101230,10,2
101231,8,1
101232,5,1
101233,5,2
101234,8,1
101235,8,3
101236,3,2
101237,7,1
101238,3,2
101239,7,1
101240,6,1
101241,5,1
101242,4,2
101243,6,1
101244,5,2
101245,3,2
101246,4,2
101247,3,2
101248,4,2
101249,7,1
101250,13,1
101251,NA,NA
101252,4,2
101253,7,1
101254,4,2
101255,NA,NA
101256,8,2
101257,6,3
101258,8,1
101259,5,1
101260,5,1
101261,5,2
101262,5,1
101263,10,1
101264,4,1
101265,8,1
101266,NA,NA
101267,5,2
101268,6,1
101269,5,1
101270,8,1
101271,7,1
101272,3,1
101273,7,1
101274,4,2
101275,4,2
101276,7,3
101277,13,1
101278,5,1
101279,9,2
101280,11,1
101281,6,2
101282,8,1
101283,6,1
101284,6,1
101285,6,2
101286,4,2
101287,5,2
101288,9,1
101289,5,2
101290,4,2
101291,NA,NA
101292,7,1
101293,NA,NA
101294,6,1
101295,NA,NA
101296,4,2
101297,4,2
101298,8,1
101299,4,2
101300,4,1
101301,5,2
101302,6,2
101303,4,2
101304,8,1
101305,8,1
101306,9,1
101307,4,2
101308,5,1
101309,5,1
101310,10,1
101311,3,1
101312,5,1
101313,6,1
101314,4,2
101315,9,1
101316,8,1
101317,7,2
101318,9,1
101319,4,1
101320,7,1
101321,5,2
101322,5,1
101323,5,1
101324,5,2
101325,NA,NA
101326,4,2
101327,5,2
101328,6,1
101329,6,1
101330,6,1
101331,3,1
101332,6,2
101333,6,1
101334,9,1
101335,6,1
101336,6,3
101337,8,1
101338,4,2
101339,4,1
101340,6,1
101341,4,2
101342,5,2
101343,10,1
101344,3,2
101345,6,2
101346,6,1
101347,6,2
101348,NA,NA
101349,5,1
101350,5,1
101351,8,1
101352,7,1
101353,7,2
101354,11,1
101355,7,1
101356,10,1
101357,NA,NA
101358,3,2
101359,4,1
101360,5,2
101361,11,1
101362,5,1
101363,5,2
101364,7,1
101365,8,1
101366,10,1
101367,7,1
101368,5,1
101369,7,1
101370,9,1
101371,8,1
101372,4,2
101373,3,2
101374,9,1
101375,7,1
101376,3,2
101377,NA,NA
101378,5,1
101379,999,3
101380,4,2
101381,5,1
101382,6,1
101383,3,2
101384,5,1
101385,6,2
101386,6,1
101387,6,1
101388,5,1
101389,7,1
101390,7,1
101391,5,2
101392,8,1
101393,2,2
101394,5,1
101395,10,1
101396,7,1
101397,5,2
101398,5,1
101399,10,1
101400,4,2
101401,5,1
101402,3,2
101403,7,1
101404,3,2
101405,5,1
101406,3,2
101407,5,1
101408,5,1
101409,13,1
101410,12,1
101411,999,3
101412,9,1
101413,11,1
101414,5,2
101415,9,1
101416,4,2
101417,9,1
101418,11,1
101419,4,2
101420,5,2
101421,6,1
101422,999,1
101423,4,1
101424,5,1
101425,6,2
101426,4,2
101427,7,1
101428,4,2
101429,4,1
101430,6,1
101431,5,1
101432,6,1
101433,4,1
101434,NA,NA
101435,6,2
101436,6,1
101437,3,2
101438,5,2
101439,6,1
101440,10,1
101441,9,1
101442,7,1
101443,6,1
101444,5,2
101445,4,1
101446,3,2
101447,8,1
101448,5,2
101449,4,1
101450,4,2
101451,3,1
101452,3,2
101453,NA,NA
101454,4,1
101455,4,2
101456,6,1
101457,NA,NA
101458,6,2
101459,8,1
101460,5,2
101461,3,2
101462,10,1
101463,8,1
101464,4,2
101465,6,2
101466,11,1
101467,6,1
101468,6,1
101469,5,1
101470,8,2
101471,6,1
101472,6,1
101473,5,1
101474,8,1
101475,NA,NA
101476,5,2
101477,7,2
101478,3,2
101479,7,1
101480,8,1
101481,5,2
101482,8,1
101483,4,2
101484,7,1
101485,5,1
101486,3,1
101487,4,1
101488,7,2
101489,5,2
101490,4,1
101491,8,1
101492,4,2
101493,4,2
101494,5,1
101495,NA,NA
101496,4,2
101497,5,2
101498,5,1
101499,7,2
101500,6,2
101501,7,1
101502,6,1
101503,6,2
101504,6,2
101505,13,1
101506,6,2
101507,NA,NA
101508,4,3
101509,6,1
101510,6,2
101511,4,2
101512,6,2
101513,4,2
101514,4,2
101515,4,1
101516,5,1
101517,4,2
101518,4,2
101519,5,1
101520,4,2
101521,777,7
101522,7,1
101523,8,1
101524,7,1
101525,9,1
101526,4,2
101527,NA,NA
101528,6,1
101529,5,2
101530,6,1
101531,NA,NA
101532,3,2
101533,7,1
101534,10,1
101535,7,1
101536,8,1
101537,6,1
101538,7,2
101539,6,1
101540,4,2
101541,6,1
101542,5,1
101543,6,1
101544,6,1
101545,4,2
101546,NA,NA
101547,5,2
101548,7,1
101549,5,1
101550,6,2
101551,6,1
101552,4,2
101553,5,1
101554,6,1
101555,5,1
101556,4,1
101557,6,1
101558,4,2
101559,3,2
101560,6,1
101561,5,2
101562,6,2
101563,5,2
101564,NA,NA
101565,NA,NA
101566,1,2
101567,6,2
101568,5,2
101569,10,1
101570,2,2
101571,8,1
101572,9,1
101573,4,2
101574,6,2
101575,4,2
