"seqn","hoq011","hod030","hoq040","hod050","hod060","hoq065","hoq070","hoq080","hoq230","hoq240","hoq250","hoq260a","hoq260b","hoq260c","hoq270","hoq280a","hoq280b","hoq280c"
39686,2,NA,6,6,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39687,2,NA,2,5,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39688,1,NA,1,6,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39689,2,NA,3,11,3,1,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
39690,2,NA,3,4,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39691,2,NA,3,11,2,1,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA
39692,4,3,3,2,3,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39693,4,1,99,5,1,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39694,2,NA,4,5,2,1,1,2,2,2,1,1,NA,3,NA,NA,NA,NA
39695,2,NA,6,9,3,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39696,4,6,99,5,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39697,2,NA,4,8,4,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
39698,3,NA,1,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39699,3,NA,6,8,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39700,4,5,4,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39701,2,NA,1,9,4,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
39702,2,NA,5,6,5,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39703,2,NA,6,5,2,2,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
39704,2,NA,1,10,2,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39705,2,NA,99,4,1,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
39706,4,4,99,3,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39707,2,NA,2,6,3,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
39708,4,5,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39709,2,NA,3,7,1,1,1,2,2,2,2,NA,NA,NA,1,1,2,3
39710,4,3,99,2,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39711,2,NA,1,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39712,2,NA,6,10,2,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
39713,2,NA,99,5,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39714,2,NA,2,6,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39715,2,NA,99,8,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39716,4,5,99,5,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39717,2,NA,4,5,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39718,2,NA,3,10,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39719,2,NA,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39720,3,NA,2,3,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39721,2,NA,99,4,1,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39722,2,NA,2,3,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39723,2,NA,2,7,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39724,2,NA,4,6,1,3,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39725,3,NA,4,6,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
39726,4,4,99,6,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39727,2,NA,2,6,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39728,1,NA,1,7,2,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA
39729,3,NA,1,7,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39730,2,NA,1,10,2,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
39731,2,NA,99,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39732,2,NA,2,8,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39733,2,NA,6,7,5,1,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
39734,2,NA,99,4,1,2,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
39735,4,4,99,5,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39736,2,NA,6,5,1,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
39737,4,4,99,5,2,2,1,2,1,1,2,NA,NA,NA,1,1,NA,NA
39738,4,4,99,5,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39739,2,NA,3,5,5,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA
39740,4,4,99,4,2,2,1,9,2,1,2,NA,NA,NA,2,NA,NA,NA
39741,3,NA,1,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39742,2,NA,1,10,2,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
39743,6,NA,6,1,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39744,2,NA,6,13,3,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39745,4,4,3,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39746,4,4,99,4,1,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39747,2,NA,4,7,1,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
39748,2,NA,5,10,4,3,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39749,2,NA,6,9,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA
39750,2,NA,3,8,2,1,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA
39751,2,NA,4,9,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39752,2,NA,6,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39753,2,NA,1,4,4,1,2,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39754,6,NA,99,1,1,3,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39755,1,NA,1,6,3,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39756,3,NA,99,3,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39757,3,NA,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39758,2,NA,1,8,4,1,1,1,2,2,2,NA,NA,NA,1,1,NA,NA
39759,4,3,99,4,1,2,9,2,2,2,2,NA,NA,NA,1,NA,2,NA
39760,2,NA,2,8,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39761,2,NA,6,8,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39762,2,NA,4,6,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39763,4,4,99,5,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39764,1,NA,1,5,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39765,4,3,99,4,1,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
39766,1,NA,2,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39767,3,NA,99,3,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39768,4,4,99,5,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39769,4,4,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39770,4,5,99,2,2,2,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
39771,2,NA,4,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39772,1,NA,1,6,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39773,2,NA,5,5,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39774,4,3,99,7,1,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39775,2,NA,3,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39776,1,NA,2,5,3,1,2,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39777,4,6,99,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39778,4,7,99,5,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39779,4,3,3,5,2,2,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
39780,1,NA,2,6,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39781,3,NA,4,5,5,3,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39782,1,NA,2,5,4,2,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
39783,2,NA,3,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39784,4,4,99,4,2,2,1,9,2,1,2,NA,NA,NA,2,NA,NA,NA
39785,2,NA,4,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39786,2,NA,4,7,3,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
39787,2,NA,99,4,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39788,4,3,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39789,2,NA,4,8,5,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39790,2,NA,6,8,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39791,2,NA,1,7,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39792,2,NA,5,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39793,2,NA,3,7,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39794,1,NA,1,5,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39795,2,NA,2,6,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39796,1,NA,2,3,1,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
39797,4,99,99,3,1,2,1,9,2,2,2,NA,NA,NA,2,NA,NA,NA
39798,4,1,99,4,2,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39799,2,NA,99,5,4,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39800,1,NA,1,3,1,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39801,2,NA,99,4,4,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39802,2,NA,4,5,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39803,1,NA,3,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39804,3,NA,6,7,3,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
39805,2,NA,5,6,3,1,2,1,1,2,2,NA,NA,NA,1,NA,2,3
39806,3,NA,99,7,2,2,1,2,2,2,2,NA,NA,NA,1,NA,NA,3
39807,2,NA,2,6,5,1,1,1,2,2,2,NA,NA,NA,1,1,2,NA
39808,2,NA,5,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39809,4,6,2,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39810,2,NA,3,7,3,2,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA
39811,2,NA,1,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39812,6,NA,6,1,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39813,4,1,99,4,2,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39814,2,NA,4,6,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39815,4,4,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39816,4,5,99,6,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39817,2,NA,99,6,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39818,2,NA,1,8,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39819,2,NA,5,9,5,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
39820,1,NA,1,6,2,2,1,2,1,1,2,NA,NA,NA,1,1,2,NA
39821,3,NA,99,4,3,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39822,4,4,99,4,3,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39823,4,7,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39824,4,6,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39825,2,NA,99,6,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39826,2,NA,3,8,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39827,3,NA,3,8,3,2,1,2,2,2,2,NA,NA,NA,1,NA,NA,3
39828,2,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39829,3,NA,1,6,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39830,2,NA,99,5,5,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39831,2,NA,1,5,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39832,2,NA,1,6,1,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA
39833,2,NA,2,6,2,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
39834,2,NA,6,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39835,4,5,99,3,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39836,2,NA,1,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39837,2,NA,5,3,4,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39838,3,NA,5,4,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39839,2,NA,1,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39840,2,NA,1,4,4,2,1,2,2,2,1,1,NA,3,NA,NA,NA,NA
39841,4,4,99,5,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39842,2,NA,2,8,4,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39843,2,NA,3,6,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39844,3,NA,6,9,3,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
39845,2,NA,99,7,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39846,2,NA,3,5,5,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39847,2,NA,2,6,2,1,2,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39848,2,NA,4,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39849,2,NA,6,9,4,1,1,2,2,1,2,NA,NA,NA,1,NA,2,NA
39850,2,NA,2,6,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39851,4,3,99,2,1,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39852,4,4,1,5,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39853,2,NA,1,11,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39854,2,NA,1,7,2,1,1,2,1,2,2,NA,NA,NA,1,1,NA,NA
39855,2,NA,4,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39856,4,7,99,3,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39857,1,NA,2,6,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA
39858,2,NA,2,6,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
39859,2,NA,1,9,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39860,3,NA,4,7,5,1,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
39861,2,NA,4,4,2,2,1,2,2,2,2,NA,NA,NA,1,NA,2,NA
39862,2,NA,1,10,3,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
39863,3,NA,99,5,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39864,2,NA,2,7,4,1,1,1,1,2,1,NA,NA,3,NA,NA,NA,NA
39865,2,NA,6,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39866,3,NA,2,10,4,1,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
39867,4,7,5,4,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39868,2,NA,6,7,4,1,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
39869,2,NA,1,5,3,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA
39870,2,NA,3,6,4,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39871,4,6,99,6,4,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39872,1,NA,2,5,3,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA
39873,2,NA,6,12,5,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39874,3,NA,6,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39875,3,NA,3,5,2,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39876,3,NA,4,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39877,4,5,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39879,2,NA,2,8,5,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39880,2,NA,3,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39881,2,NA,6,8,3,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
39882,3,NA,99,5,1,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39883,2,NA,6,3,1,2,2,2,1,2,1,1,2,NA,NA,NA,NA,NA
39884,2,NA,6,9,2,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
39885,2,NA,2,10,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39886,2,NA,99,5,3,2,9,2,1,2,1,1,NA,NA,NA,NA,NA,NA
39887,3,NA,1,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39888,4,3,99,3,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39889,3,NA,2,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39890,4,3,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39891,4,7,2,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39892,4,6,5,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39893,3,NA,4,8,5,1,1,1,1,2,1,1,2,NA,NA,NA,NA,NA
39894,2,NA,5,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39895,3,NA,4,6,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39896,3,NA,6,7,2,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39897,2,NA,6,4,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39898,4,7,99,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39899,2,NA,1,6,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39900,2,NA,6,3,5,3,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39901,4,5,99,3,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39902,3,NA,99,6,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39903,2,NA,3,13,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39904,4,7,3,1,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39905,2,NA,99,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39906,2,NA,99,5,5,1,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
39907,2,NA,6,6,3,2,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
39908,2,NA,1,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39909,2,NA,1,10,5,1,2,2,2,2,2,NA,NA,NA,1,1,NA,NA
39910,2,NA,5,6,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
39911,3,NA,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39912,4,4,3,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39913,2,NA,4,7,5,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA
39914,2,NA,5,8,5,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39915,2,NA,3,8,2,1,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA
39916,4,5,99,2,2,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
39917,2,NA,4,8,4,1,2,2,1,2,2,NA,NA,NA,2,NA,NA,NA
39918,4,6,99,5,2,2,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
39919,2,NA,5,4,4,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
39920,2,NA,3,7,5,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
39921,2,NA,1,9,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39922,4,6,99,4,3,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
39923,2,NA,6,3,4,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39924,1,NA,2,5,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39925,2,NA,4,5,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39926,4,4,99,3,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39927,2,NA,3,9,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39928,2,NA,1,8,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39929,2,NA,1,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39930,2,NA,3,6,3,3,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39931,6,NA,6,3,4,3,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39932,1,NA,2,7,4,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA
39933,1,NA,2,4,1,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39934,2,NA,99,6,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39935,3,NA,3,4,3,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39936,2,NA,2,7,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39937,2,NA,99,6,3,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39938,4,4,99,4,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39939,2,NA,1,6,1,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39940,4,4,6,5,1,2,2,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39941,4,4,99,3,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39942,2,NA,1,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39943,4,3,99,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39944,2,NA,99,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39945,2,NA,5,9,5,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
39946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39947,2,NA,99,4,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39948,2,NA,99,4,2,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39949,2,NA,4,3,5,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
39950,2,NA,99,5,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39951,2,NA,1,9,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39952,2,NA,5,7,3,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
39953,2,NA,1,7,2,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39954,2,NA,5,6,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
39955,2,NA,3,6,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39956,2,NA,99,6,2,1,1,2,2,2,1,NA,NA,3,NA,NA,NA,NA
39957,1,NA,99,4,2,2,2,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39958,2,NA,5,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39959,2,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39960,2,NA,4,6,2,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
39961,2,NA,3,9,5,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
39962,1,NA,1,4,3,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
39963,1,NA,3,4,3,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
39964,3,NA,6,6,5,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
39965,2,NA,3,9,5,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39966,2,NA,3,6,5,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
39967,1,NA,2,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39968,2,NA,6,8,3,1,1,2,1,2,1,1,2,NA,NA,NA,NA,NA
39969,4,4,99,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39970,2,NA,3,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39971,1,NA,1,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39972,2,NA,5,8,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
39973,4,4,5,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39974,2,NA,1,6,1,1,1,2,2,2,2,NA,NA,NA,1,9,NA,NA
39975,2,NA,1,8,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39976,4,4,99,2,5,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39977,4,5,3,5,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39978,2,NA,3,5,5,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA
39979,2,NA,2,5,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39980,2,NA,4,12,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39981,3,NA,99,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
39982,2,NA,1,9,2,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
39983,3,NA,1,10,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
39984,2,NA,4,6,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39985,4,3,99,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39986,2,NA,1,9,4,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA
39987,1,NA,99,4,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
39988,3,NA,2,5,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
39989,4,6,99,3,3,2,9,2,2,2,2,NA,NA,NA,2,NA,NA,NA
